,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
12655,50,technician,divorced,unknown,no,2706,yes,no,unknown,28,may,179,3,-1,0,unknown,no
12656,36,technician,single,secondary,no,1615,yes,no,cellular,11,may,622,1,-1,0,unknown,no
12657,36,services,single,secondary,no,-267,yes,no,cellular,14,may,99,7,352,1,failure,no
12658,33,blue-collar,single,primary,no,279,yes,no,unknown,15,may,113,1,-1,0,unknown,no
12659,37,technician,single,secondary,no,984,no,no,unknown,17,jun,475,1,-1,0,unknown,no
12660,53,blue-collar,divorced,primary,no,2477,yes,no,unknown,13,may,175,2,-1,0,unknown,no
12661,46,blue-collar,married,secondary,no,1723,no,no,cellular,26,apr,102,3,192,4,other,no
12662,58,retired,married,secondary,no,195,no,no,cellular,2,feb,41,1,-1,0,unknown,no
12663,55,admin.,married,secondary,no,139,yes,no,unknown,30,may,26,25,-1,0,unknown,no
12664,29,technician,married,secondary,no,7836,yes,no,unknown,19,jun,155,1,-1,0,unknown,no
12665,50,entrepreneur,married,tertiary,no,2410,no,no,cellular,21,nov,65,1,-1,0,unknown,no
12666,33,blue-collar,married,secondary,no,1101,yes,no,cellular,6,apr,399,2,-1,0,unknown,no
12667,55,unemployed,married,secondary,no,2489,no,no,cellular,30,jul,207,1,-1,0,unknown,no
12668,30,technician,single,tertiary,no,1081,no,no,cellular,6,aug,377,2,-1,0,unknown,no
12669,32,management,married,tertiary,no,423,no,no,cellular,22,jul,212,17,-1,0,unknown,no
12670,31,technician,married,secondary,no,28,no,no,cellular,21,aug,175,2,-1,0,unknown,no
12671,34,technician,married,secondary,no,0,yes,no,cellular,3,feb,146,1,91,2,other,no
12672,57,blue-collar,divorced,secondary,no,75,yes,no,cellular,8,may,159,1,361,2,failure,no
12673,46,management,married,tertiary,no,4693,no,yes,cellular,7,aug,79,1,394,2,failure,yes
12674,38,admin.,single,secondary,no,-211,no,yes,cellular,31,jul,166,2,-1,0,unknown,no
12675,35,technician,married,secondary,no,353,no,no,cellular,28,aug,17,9,-1,0,unknown,no
12676,31,technician,married,secondary,no,477,no,no,cellular,30,apr,146,1,-1,0,unknown,no
12677,60,blue-collar,married,secondary,no,196,no,no,unknown,20,jun,583,3,-1,0,unknown,no
12678,38,blue-collar,married,secondary,no,220,yes,no,cellular,29,jan,207,2,-1,0,unknown,no
12679,30,blue-collar,married,secondary,no,15,yes,yes,cellular,14,may,524,1,370,2,failure,no
12680,59,housemaid,single,secondary,no,26172,no,no,cellular,18,nov,54,2,-1,0,unknown,no
12681,56,retired,married,primary,yes,-123,no,yes,cellular,28,aug,146,3,-1,0,unknown,no
12682,46,unknown,married,primary,no,285,no,no,unknown,11,jun,215,2,-1,0,unknown,no
12683,27,blue-collar,single,secondary,no,-116,yes,yes,cellular,17,apr,432,2,343,1,failure,no
12684,56,entrepreneur,divorced,tertiary,no,386,no,no,cellular,21,nov,65,4,-1,0,unknown,no
12685,49,admin.,single,primary,no,655,yes,no,cellular,13,may,32,5,-1,0,unknown,no
12686,57,admin.,divorced,secondary,no,1403,yes,no,cellular,16,jul,547,2,-1,0,unknown,no
12687,25,services,married,secondary,no,1078,no,no,telephone,21,jul,218,2,-1,0,unknown,no
12688,44,blue-collar,married,secondary,no,545,yes,no,cellular,6,apr,122,3,136,1,failure,no
12689,53,services,divorced,tertiary,no,329,no,no,cellular,30,jan,189,1,-1,0,unknown,no
12690,41,services,single,secondary,no,-278,yes,no,cellular,7,may,17,5,360,3,failure,no
12691,42,self-employed,married,secondary,no,634,yes,no,cellular,9,jul,61,1,-1,0,unknown,no
12692,35,admin.,married,secondary,no,5768,yes,yes,unknown,9,jun,145,1,-1,0,unknown,no
12693,37,management,single,tertiary,no,1339,yes,no,cellular,13,may,96,6,173,4,other,no
12694,69,retired,married,secondary,no,21446,no,no,telephone,15,apr,358,2,-1,0,unknown,no
12695,33,management,single,tertiary,no,637,no,no,cellular,14,aug,206,2,-1,0,unknown,no
12696,28,management,single,tertiary,no,637,yes,no,cellular,4,feb,324,1,-1,0,unknown,no
12697,45,admin.,married,secondary,no,171,yes,no,unknown,12,may,539,1,-1,0,unknown,no
12698,37,services,married,secondary,no,651,no,no,unknown,9,jun,220,2,-1,0,unknown,no
12699,33,services,single,tertiary,no,1268,yes,no,cellular,6,may,451,1,350,1,other,no
12700,27,management,married,tertiary,no,145,no,no,cellular,29,jan,103,1,-1,0,unknown,no
12701,32,student,single,tertiary,no,61,yes,no,cellular,12,may,130,3,-1,0,unknown,no
12702,49,entrepreneur,married,secondary,no,1160,yes,no,unknown,14,may,153,1,-1,0,unknown,no
12703,70,retired,divorced,secondary,no,4572,no,no,cellular,11,oct,115,2,95,16,failure,no
12704,39,management,married,tertiary,no,198,no,no,cellular,8,jul,665,1,-1,0,unknown,no
12705,42,technician,married,tertiary,no,14282,yes,no,cellular,6,aug,649,4,-1,0,unknown,yes
12706,64,housemaid,married,primary,no,768,no,no,cellular,15,jul,250,2,182,1,success,no
12707,48,blue-collar,married,unknown,no,131,yes,no,unknown,6,may,189,1,-1,0,unknown,no
12708,28,technician,single,secondary,no,769,yes,no,cellular,15,may,153,1,371,2,failure,no
12709,30,management,married,tertiary,no,1022,yes,no,cellular,18,may,97,2,298,1,failure,no
12710,33,entrepreneur,single,tertiary,no,327,yes,yes,unknown,6,jun,562,2,-1,0,unknown,no
12711,58,blue-collar,married,secondary,no,535,no,no,unknown,9,jun,189,4,-1,0,unknown,no
12712,40,blue-collar,married,secondary,no,2932,yes,no,unknown,9,jun,22,17,-1,0,unknown,no
12713,36,management,married,tertiary,no,7,yes,no,cellular,17,nov,501,2,-1,0,unknown,no
12714,35,technician,married,secondary,no,-180,no,yes,cellular,13,aug,823,2,-1,0,unknown,yes
12715,53,blue-collar,married,secondary,no,1852,yes,no,unknown,29,may,134,4,-1,0,unknown,no
12716,38,technician,single,tertiary,no,25,yes,no,cellular,1,jun,232,2,-1,0,unknown,yes
12717,41,technician,married,secondary,no,563,yes,no,cellular,13,aug,69,4,-1,0,unknown,no
12718,32,technician,married,secondary,no,-203,yes,no,cellular,18,jul,67,1,-1,0,unknown,no
12719,42,technician,married,secondary,no,0,yes,no,unknown,14,may,833,1,-1,0,unknown,no
12720,30,blue-collar,married,secondary,no,2150,yes,no,unknown,23,may,465,4,-1,0,unknown,no
12721,56,technician,married,secondary,no,778,no,no,cellular,9,jul,659,1,-1,0,unknown,no
12722,37,unemployed,single,tertiary,yes,0,yes,no,cellular,10,jul,108,1,-1,0,unknown,no
12723,58,management,married,tertiary,no,2143,yes,no,unknown,5,may,261,1,-1,0,unknown,no
12724,54,management,married,primary,no,338,yes,no,telephone,18,jul,99,5,-1,0,unknown,no
12725,53,self-employed,married,tertiary,no,20,yes,no,cellular,7,aug,218,2,-1,0,unknown,no
12726,25,self-employed,single,secondary,no,1242,yes,no,unknown,28,may,615,2,-1,0,unknown,yes
12727,31,management,single,tertiary,no,2978,yes,no,cellular,8,aug,146,2,-1,0,unknown,no
12728,50,blue-collar,married,secondary,no,2013,no,yes,cellular,22,jul,226,1,-1,0,unknown,no
12729,40,admin.,married,secondary,no,67,no,yes,unknown,20,jun,70,5,-1,0,unknown,no
12730,32,self-employed,single,secondary,no,123,yes,no,unknown,9,may,278,1,-1,0,unknown,no
12731,45,services,married,secondary,no,191,no,yes,unknown,6,jun,136,2,-1,0,unknown,no
12732,34,blue-collar,married,primary,no,-106,yes,no,unknown,27,may,237,1,-1,0,unknown,no
12733,34,blue-collar,married,secondary,no,3186,yes,no,cellular,17,apr,321,2,-1,0,unknown,no
12734,59,retired,married,unknown,no,178,yes,no,telephone,11,jul,330,2,-1,0,unknown,no
12735,39,blue-collar,married,primary,no,3324,no,no,cellular,9,jul,108,1,-1,0,unknown,no
12736,48,management,married,tertiary,no,0,yes,no,cellular,10,jul,108,1,-1,0,unknown,no
12737,34,blue-collar,single,secondary,no,-231,yes,no,cellular,13,may,9,8,-1,0,unknown,no
12738,27,blue-collar,single,secondary,no,370,yes,no,unknown,17,jun,128,21,-1,0,unknown,no
12739,51,blue-collar,married,secondary,no,279,no,no,cellular,28,aug,64,3,-1,0,unknown,no
12740,32,blue-collar,married,secondary,no,2,yes,no,cellular,15,may,16,9,309,1,failure,no
12741,27,services,single,secondary,no,0,no,no,cellular,1,jun,181,1,-1,0,unknown,no
12742,36,blue-collar,married,secondary,no,-557,yes,yes,cellular,29,jan,484,1,253,1,failure,no
12743,37,admin.,married,secondary,no,581,yes,yes,cellular,23,jul,203,4,-1,0,unknown,no
12744,27,entrepreneur,single,secondary,no,2,yes,no,cellular,17,jul,25,1,-1,0,unknown,no
12745,45,technician,married,tertiary,no,2699,yes,no,cellular,29,jun,264,4,-1,0,unknown,no
12746,38,blue-collar,married,primary,no,1807,no,no,unknown,7,may,348,3,-1,0,unknown,no
12747,34,blue-collar,married,primary,no,0,no,no,unknown,3,jul,746,4,-1,0,unknown,no
12748,49,technician,single,secondary,no,74,yes,no,unknown,30,may,130,1,-1,0,unknown,no
12749,56,blue-collar,married,primary,no,420,yes,no,unknown,9,may,76,1,-1,0,unknown,no
12750,55,services,married,secondary,no,0,no,no,cellular,22,oct,102,1,106,1,failure,no
12751,49,blue-collar,divorced,secondary,no,-464,yes,no,cellular,16,apr,82,1,-1,0,unknown,no
12752,59,management,married,tertiary,no,315,no,no,cellular,2,mar,591,1,176,2,failure,yes
12753,39,technician,married,secondary,no,311,no,no,cellular,14,aug,240,2,-1,0,unknown,no
12754,46,management,married,secondary,no,700,no,yes,cellular,7,jul,136,1,-1,0,unknown,no
12755,29,entrepreneur,married,secondary,no,178,yes,no,cellular,5,may,231,4,-1,0,unknown,no
12756,59,technician,married,secondary,no,116,no,no,cellular,11,feb,268,1,183,7,success,yes
12757,29,blue-collar,married,secondary,no,1958,yes,no,cellular,18,may,112,4,349,1,failure,no
12758,34,admin.,married,secondary,no,2984,yes,no,cellular,20,apr,11,3,-1,0,unknown,no
12759,53,unemployed,married,secondary,no,76,yes,yes,unknown,16,may,283,1,-1,0,unknown,no
12760,28,student,single,secondary,no,217,yes,no,cellular,15,may,238,2,372,1,failure,no
12761,40,management,married,secondary,no,643,yes,no,cellular,17,apr,74,2,256,1,failure,no
12762,37,admin.,single,secondary,no,245,yes,yes,unknown,7,may,732,2,-1,0,unknown,yes
12763,51,self-employed,married,primary,no,1242,no,no,cellular,25,aug,75,11,-1,0,unknown,no
12764,48,blue-collar,married,primary,no,456,yes,yes,unknown,19,may,289,1,-1,0,unknown,no
12765,37,student,divorced,tertiary,no,0,no,no,telephone,30,jul,100,6,-1,0,unknown,no
12766,44,technician,single,secondary,no,29,yes,no,unknown,5,may,151,1,-1,0,unknown,no
12767,38,admin.,divorced,secondary,no,478,no,no,cellular,29,jan,73,1,-1,0,unknown,no
12768,47,blue-collar,married,secondary,no,398,yes,yes,cellular,1,apr,274,1,238,2,failure,no
12769,46,technician,married,tertiary,no,3941,yes,no,cellular,19,nov,499,1,-1,0,unknown,no
12770,60,self-employed,married,primary,no,1226,yes,no,unknown,30,may,151,3,-1,0,unknown,no
12771,27,blue-collar,married,unknown,no,-442,yes,no,unknown,30,may,85,7,-1,0,unknown,no
12772,39,management,married,tertiary,yes,-1586,yes,yes,cellular,16,jul,89,2,-1,0,unknown,no
12773,32,services,married,secondary,no,21,no,no,unknown,6,jun,144,15,-1,0,unknown,no
12774,45,blue-collar,married,primary,no,18,yes,no,unknown,26,may,90,2,-1,0,unknown,no
12775,35,blue-collar,married,secondary,no,535,yes,no,unknown,30,may,265,3,-1,0,unknown,no
12776,47,blue-collar,married,secondary,no,762,yes,no,unknown,29,may,56,3,-1,0,unknown,no
12777,51,technician,married,secondary,no,176,no,no,unknown,6,jun,217,4,-1,0,unknown,no
12778,69,retired,married,primary,no,2713,no,no,telephone,3,feb,32,1,-1,0,unknown,no
12779,39,blue-collar,married,primary,no,104,yes,no,unknown,4,jun,624,2,-1,0,unknown,no
12780,54,management,married,tertiary,no,69,no,no,unknown,11,jun,113,1,-1,0,unknown,no
12781,33,admin.,single,secondary,no,289,no,no,cellular,3,feb,515,3,6,13,other,no
12782,33,management,single,secondary,no,15,no,no,cellular,22,aug,199,1,-1,0,unknown,no
12783,30,admin.,married,secondary,yes,23,no,yes,cellular,4,feb,149,2,-1,0,unknown,no
12784,60,retired,married,unknown,no,2150,yes,yes,cellular,9,jul,119,1,-1,0,unknown,no
12785,53,admin.,married,secondary,no,10541,no,no,cellular,9,nov,178,1,-1,0,unknown,yes
12786,54,management,married,tertiary,no,884,yes,no,unknown,6,jun,91,1,-1,0,unknown,no
12787,31,services,married,secondary,no,413,yes,no,unknown,13,may,65,1,-1,0,unknown,no
12788,44,admin.,single,secondary,no,2524,no,no,unknown,19,jun,82,1,-1,0,unknown,no
12789,53,technician,married,secondary,no,2818,yes,no,cellular,16,jul,350,7,-1,0,unknown,no
12790,29,blue-collar,single,secondary,no,28,no,no,cellular,17,jul,360,2,-1,0,unknown,no
12791,43,self-employed,married,secondary,no,5704,yes,no,cellular,20,nov,154,3,106,2,failure,no
12792,30,management,married,tertiary,no,593,yes,yes,cellular,18,jul,412,1,-1,0,unknown,no
12793,28,student,single,secondary,no,153,no,no,cellular,23,jul,1124,2,-1,0,unknown,yes
12794,34,technician,single,secondary,no,112,no,no,cellular,20,aug,123,2,-1,0,unknown,no
12795,59,retired,divorced,tertiary,no,1197,yes,no,unknown,9,jun,329,4,-1,0,unknown,no
12796,47,unemployed,married,secondary,yes,0,no,no,cellular,18,nov,81,2,-1,0,unknown,no
12797,30,management,single,tertiary,no,5074,yes,no,cellular,25,jul,153,2,-1,0,unknown,no
12798,44,housemaid,married,primary,no,241,yes,no,telephone,14,jul,164,3,-1,0,unknown,no
12799,33,blue-collar,married,primary,no,1416,yes,no,cellular,20,nov,60,1,-1,0,unknown,no
12800,50,admin.,single,secondary,no,330,yes,no,unknown,28,may,24,1,-1,0,unknown,no
12801,33,admin.,married,tertiary,no,-1011,no,no,cellular,21,nov,134,1,-1,0,unknown,no
12802,37,admin.,single,secondary,no,-332,yes,no,unknown,23,may,284,2,-1,0,unknown,no
12803,34,technician,single,secondary,no,1763,no,no,cellular,11,aug,246,2,-1,0,unknown,no
12804,38,management,single,tertiary,no,0,yes,no,cellular,17,nov,213,2,-1,0,unknown,no
12805,44,self-employed,married,tertiary,no,4411,yes,no,cellular,19,nov,85,1,-1,0,unknown,no
12806,53,management,married,tertiary,no,1356,yes,no,cellular,9,nov,371,2,96,4,failure,no
12807,30,services,married,secondary,no,2191,yes,no,cellular,13,may,157,4,-1,0,unknown,no
12808,45,admin.,married,secondary,no,309,no,no,cellular,25,aug,72,4,-1,0,unknown,no
12809,30,technician,single,tertiary,no,60,yes,yes,unknown,7,may,306,5,-1,0,unknown,no
12810,47,blue-collar,married,secondary,no,690,yes,no,cellular,9,jul,113,1,-1,0,unknown,no
12811,44,entrepreneur,married,tertiary,no,121,no,no,cellular,9,nov,248,1,91,1,success,yes
12812,35,admin.,single,secondary,no,-413,yes,no,unknown,23,may,178,1,-1,0,unknown,no
12813,32,blue-collar,married,secondary,no,2089,yes,no,cellular,14,nov,132,1,-1,0,unknown,yes
12814,45,blue-collar,married,primary,no,6691,no,no,cellular,13,aug,211,2,-1,0,unknown,no
12815,35,management,single,tertiary,no,2707,no,no,cellular,5,feb,699,1,-1,0,unknown,yes
12816,45,blue-collar,married,primary,no,660,yes,no,cellular,14,jul,329,2,-1,0,unknown,no
12817,38,technician,married,secondary,no,565,no,no,cellular,20,aug,93,2,-1,0,unknown,no
12818,44,technician,married,tertiary,no,1707,no,no,cellular,8,aug,406,3,-1,0,unknown,no
12819,30,student,single,secondary,no,0,yes,no,cellular,19,nov,661,1,-1,0,unknown,no
12820,75,retired,married,secondary,no,291,no,no,cellular,12,aug,350,1,182,2,success,yes
12821,55,management,married,tertiary,no,2537,no,no,cellular,19,aug,97,5,-1,0,unknown,no
12822,29,management,single,tertiary,no,471,yes,no,cellular,6,may,106,1,-1,0,unknown,no
12823,60,technician,married,unknown,no,132,yes,no,unknown,20,may,21,11,-1,0,unknown,no
12824,49,services,married,secondary,no,7019,yes,no,cellular,2,jun,263,1,368,3,failure,yes
12825,28,management,single,tertiary,no,730,yes,no,cellular,3,mar,631,1,-1,0,unknown,yes
12826,52,self-employed,single,primary,no,217,no,yes,cellular,15,jul,193,6,-1,0,unknown,no
12827,28,blue-collar,single,secondary,no,455,yes,no,cellular,11,jul,166,1,-1,0,unknown,no
12828,49,technician,divorced,secondary,no,57,no,no,cellular,21,aug,396,3,-1,0,unknown,no
12829,49,management,married,tertiary,no,519,yes,no,cellular,8,apr,98,1,-1,0,unknown,no
12830,41,blue-collar,divorced,secondary,no,1491,yes,no,unknown,6,jun,100,2,-1,0,unknown,no
12831,56,blue-collar,married,primary,no,186,yes,no,unknown,2,jun,108,4,-1,0,unknown,no
12832,37,admin.,single,secondary,no,115,no,no,cellular,4,feb,187,1,83,9,failure,no
12833,34,admin.,single,unknown,no,2434,yes,no,unknown,6,may,218,4,-1,0,unknown,no
12834,32,blue-collar,married,secondary,no,120,yes,yes,unknown,9,may,214,3,-1,0,unknown,no
12835,36,management,married,tertiary,no,-115,yes,no,cellular,16,apr,297,4,182,2,other,yes
12836,59,retired,married,tertiary,no,9676,no,no,telephone,27,mar,234,2,-1,0,unknown,yes
12837,46,unemployed,married,primary,no,641,yes,no,unknown,19,jun,201,1,-1,0,unknown,no
12838,31,blue-collar,single,secondary,no,210,yes,yes,cellular,15,may,166,1,-1,0,unknown,no
12839,27,services,single,tertiary,no,9965,yes,no,cellular,22,jul,662,1,-1,0,unknown,no
12840,45,admin.,married,secondary,no,434,no,no,cellular,26,aug,76,4,-1,0,unknown,no
12841,27,admin.,single,primary,no,528,yes,yes,cellular,18,may,267,2,311,2,failure,no
12842,33,admin.,single,secondary,no,0,yes,no,unknown,2,jun,32,2,-1,0,unknown,no
12843,56,technician,married,secondary,no,276,yes,no,cellular,15,may,301,1,368,1,failure,no
12844,26,student,single,tertiary,no,1134,no,no,cellular,21,apr,464,4,-1,0,unknown,yes
12845,33,blue-collar,married,primary,no,827,yes,no,cellular,18,may,18,4,-1,0,unknown,no
12846,60,housemaid,married,primary,no,921,no,no,telephone,30,jul,23,15,-1,0,unknown,no
12847,43,blue-collar,married,unknown,no,245,yes,yes,cellular,12,may,112,4,369,2,other,no
12848,35,blue-collar,married,primary,no,1383,yes,no,unknown,27,may,269,2,-1,0,unknown,no
12849,25,blue-collar,single,secondary,no,913,yes,no,cellular,7,jul,113,4,-1,0,unknown,no
12850,60,management,married,secondary,no,49,no,yes,cellular,8,jul,76,2,-1,0,unknown,no
12851,47,technician,married,secondary,no,-54,yes,no,cellular,16,apr,172,2,-1,0,unknown,no
12852,33,management,married,tertiary,no,4728,no,no,cellular,14,aug,110,3,-1,0,unknown,no
12853,27,blue-collar,single,primary,no,497,yes,no,cellular,20,apr,255,2,272,1,other,no
12854,30,services,single,secondary,no,862,yes,yes,unknown,20,may,550,2,-1,0,unknown,no
12855,31,blue-collar,married,secondary,no,30,yes,no,unknown,11,jun,172,14,-1,0,unknown,no
12856,57,blue-collar,married,secondary,no,0,no,yes,cellular,22,jul,127,2,-1,0,unknown,no
12857,24,services,single,unknown,no,2022,no,no,cellular,23,apr,159,4,-1,0,unknown,yes
12858,41,services,married,secondary,no,33,yes,yes,unknown,27,may,82,1,-1,0,unknown,no
12859,34,admin.,divorced,secondary,no,1186,yes,yes,cellular,18,nov,131,1,-1,0,unknown,no
12860,50,management,married,secondary,no,0,yes,no,cellular,20,nov,152,1,190,1,failure,no
12861,49,admin.,married,secondary,no,197,yes,no,cellular,13,oct,404,1,68,1,other,no
12862,58,retired,divorced,primary,no,2745,no,yes,cellular,15,apr,469,1,-1,0,unknown,no
12863,48,management,married,secondary,no,-876,no,yes,cellular,31,jul,6,16,-1,0,unknown,no
12864,41,admin.,single,unknown,no,419,yes,no,cellular,11,may,442,1,370,3,failure,no
12865,31,services,married,secondary,no,1422,no,no,cellular,30,apr,97,1,-1,0,unknown,no
12866,24,blue-collar,single,secondary,no,8594,yes,no,unknown,28,may,181,1,-1,0,unknown,no
12867,35,technician,single,tertiary,no,18,yes,yes,unknown,11,jun,111,10,-1,0,unknown,no
12868,36,management,single,tertiary,no,741,no,no,cellular,11,aug,214,2,-1,0,unknown,no
12869,30,management,single,secondary,no,0,no,no,cellular,11,aug,101,5,-1,0,unknown,no
12870,52,services,single,secondary,no,1810,no,no,telephone,19,nov,117,1,-1,0,unknown,no
12871,34,management,single,tertiary,no,163,no,no,unknown,8,may,44,1,-1,0,unknown,no
12872,24,blue-collar,single,secondary,no,327,yes,no,unknown,28,may,333,2,-1,0,unknown,no
12873,42,services,married,primary,no,124,yes,no,cellular,2,feb,164,2,262,2,failure,no
12874,39,blue-collar,single,secondary,no,0,no,no,cellular,22,jul,864,4,-1,0,unknown,yes
12875,33,management,single,tertiary,no,9449,yes,no,cellular,8,may,428,1,-1,0,unknown,no
12876,33,management,single,tertiary,no,153,yes,no,cellular,2,feb,405,1,-1,0,unknown,no
12877,32,management,single,tertiary,no,3237,yes,no,unknown,2,jun,447,2,-1,0,unknown,no
12878,54,housemaid,married,primary,no,8,no,yes,telephone,8,jul,116,2,-1,0,unknown,no
12879,29,blue-collar,married,primary,no,-382,yes,no,cellular,28,jul,35,2,-1,0,unknown,no
12880,38,management,married,tertiary,no,4293,yes,no,cellular,6,may,92,2,250,2,failure,no
12881,39,blue-collar,married,unknown,no,0,no,no,cellular,24,jul,90,3,-1,0,unknown,no
12882,37,admin.,single,secondary,no,810,yes,no,cellular,8,apr,376,1,295,1,failure,no
12883,54,blue-collar,married,unknown,no,1827,no,no,cellular,20,apr,167,1,350,1,failure,no
12884,47,blue-collar,married,secondary,no,1203,yes,no,cellular,17,apr,239,2,-1,0,unknown,no
12885,37,technician,married,secondary,no,523,yes,no,cellular,20,nov,232,4,-1,0,unknown,no
12886,51,self-employed,married,secondary,no,1377,no,no,unknown,20,jun,9,2,-1,0,unknown,no
12887,54,retired,married,primary,no,1925,no,no,unknown,19,jun,348,3,-1,0,unknown,no
12888,45,services,married,secondary,no,1306,no,no,unknown,11,jun,125,3,-1,0,unknown,no
12889,40,management,married,tertiary,no,710,yes,no,cellular,5,may,266,1,298,2,failure,no
12890,40,admin.,single,secondary,no,142,no,yes,unknown,20,jun,14,3,-1,0,unknown,no
12891,30,blue-collar,married,primary,no,99,yes,no,telephone,14,may,93,1,-1,0,unknown,no
12892,48,self-employed,married,tertiary,no,0,no,no,cellular,30,jul,100,5,-1,0,unknown,no
12893,42,entrepreneur,married,tertiary,no,2249,yes,no,telephone,18,nov,228,1,125,5,failure,no
12894,35,technician,single,secondary,no,433,yes,no,unknown,8,may,163,2,-1,0,unknown,no
12896,31,technician,single,secondary,no,205,yes,no,unknown,3,jun,342,2,-1,0,unknown,no
12897,56,management,married,tertiary,no,-6,no,no,telephone,31,jul,29,16,-1,0,unknown,no
12898,40,technician,married,tertiary,no,162,no,no,cellular,7,aug,256,3,-1,0,unknown,no
12899,38,admin.,divorced,secondary,no,0,no,no,unknown,5,jun,56,1,-1,0,unknown,no
12900,36,admin.,single,tertiary,no,364,no,yes,cellular,31,aug,185,1,123,1,failure,yes
12901,40,admin.,single,secondary,no,178,yes,no,cellular,7,may,83,1,-1,0,unknown,no
12902,39,technician,married,unknown,no,931,yes,no,cellular,4,feb,64,1,-1,0,unknown,no
12903,31,technician,single,secondary,no,13,no,no,cellular,21,nov,208,1,-1,0,unknown,no
12904,55,unemployed,divorced,secondary,no,387,yes,no,unknown,6,may,918,1,-1,0,unknown,yes
12905,38,technician,married,secondary,no,318,no,no,cellular,4,feb,383,1,181,5,failure,yes
12906,30,admin.,single,tertiary,no,253,yes,no,unknown,23,may,146,4,-1,0,unknown,no
12907,57,services,married,secondary,no,5486,yes,no,cellular,11,may,86,7,285,3,failure,no
12908,45,management,divorced,tertiary,no,2813,yes,no,cellular,13,may,43,1,-1,0,unknown,no
12909,35,services,single,secondary,no,35,yes,no,cellular,14,may,152,1,-1,0,unknown,no
12910,56,blue-collar,divorced,secondary,no,75,yes,no,unknown,12,may,136,2,-1,0,unknown,no
12911,54,technician,married,primary,no,3067,yes,no,telephone,29,jul,222,3,-1,0,unknown,no
12912,50,blue-collar,married,primary,no,9301,yes,no,cellular,7,jul,136,4,-1,0,unknown,no
12913,25,blue-collar,married,secondary,no,59,yes,no,cellular,25,jul,246,1,-1,0,unknown,no
12914,49,technician,married,tertiary,no,1077,yes,no,cellular,21,nov,79,4,-1,0,unknown,no
12915,40,technician,married,secondary,no,2576,yes,yes,unknown,12,may,10,11,-1,0,unknown,no
12916,30,technician,single,secondary,no,0,yes,no,unknown,6,may,369,1,-1,0,unknown,no
12917,59,retired,married,primary,no,94,no,no,cellular,12,aug,256,2,-1,0,unknown,no
12918,36,entrepreneur,married,tertiary,no,99,yes,no,cellular,21,jul,165,2,-1,0,unknown,no
12919,34,management,single,tertiary,no,549,no,no,cellular,6,oct,1246,2,-1,0,unknown,yes
12920,46,services,married,secondary,no,4780,yes,no,unknown,2,jun,105,3,-1,0,unknown,no
12921,57,technician,married,tertiary,no,2887,yes,no,cellular,11,feb,123,1,-1,0,unknown,no
12922,31,blue-collar,single,primary,no,2488,yes,no,cellular,20,apr,14,1,-1,0,unknown,no
12923,51,blue-collar,married,primary,no,565,yes,yes,cellular,5,may,157,7,250,3,failure,no
12924,60,admin.,married,secondary,no,1538,no,no,cellular,13,aug,352,2,-1,0,unknown,no
12925,39,technician,single,secondary,no,1685,yes,no,cellular,8,may,319,1,368,1,failure,no
12926,45,blue-collar,married,secondary,no,603,no,no,cellular,22,may,204,1,-1,0,unknown,no
12927,30,management,single,tertiary,no,365,yes,no,cellular,13,may,76,3,-1,0,unknown,no
12928,44,self-employed,divorced,tertiary,no,4,yes,no,unknown,6,may,312,3,-1,0,unknown,no
12929,36,services,single,secondary,no,511,yes,yes,cellular,30,jan,706,1,252,1,failure,no
12930,32,admin.,divorced,secondary,no,678,no,no,telephone,29,jan,243,4,-1,0,unknown,no
12931,26,management,single,tertiary,no,1,no,no,unknown,21,sep,6,1,-1,0,unknown,no
12932,30,management,single,tertiary,no,499,yes,no,cellular,21,may,145,1,281,3,failure,no
12933,45,technician,divorced,secondary,no,415,yes,no,cellular,6,feb,74,3,-1,0,unknown,no
12934,57,retired,married,primary,no,333,no,no,unknown,22,aug,336,2,-1,0,unknown,no
12935,73,retired,single,secondary,no,1050,no,no,cellular,4,mar,562,3,181,2,failure,yes
12936,36,admin.,married,secondary,no,-118,yes,yes,unknown,23,may,263,2,-1,0,unknown,no
12937,43,technician,single,secondary,yes,685,yes,no,cellular,31,jul,94,2,-1,0,unknown,no
12938,34,technician,married,secondary,no,652,yes,yes,cellular,18,jul,50,4,-1,0,unknown,no
12939,45,blue-collar,married,secondary,no,9680,no,no,cellular,7,aug,89,4,-1,0,unknown,no
12940,41,management,married,tertiary,no,217,no,no,cellular,19,nov,328,1,-1,0,unknown,no
12941,32,management,married,tertiary,no,396,yes,no,cellular,20,aug,319,3,-1,0,unknown,no
12942,45,management,married,secondary,no,0,no,no,unknown,5,jun,65,2,-1,0,unknown,no
12943,54,retired,married,secondary,no,883,no,no,telephone,5,feb,305,4,-1,0,unknown,no
12944,40,blue-collar,married,secondary,no,299,yes,no,cellular,15,jul,180,4,-1,0,unknown,no
12945,33,management,divorced,tertiary,no,802,no,no,cellular,6,feb,401,1,-1,0,unknown,no
12946,34,management,married,tertiary,no,557,yes,no,cellular,29,jan,354,1,197,1,failure,no
12947,38,technician,single,secondary,no,565,yes,no,cellular,30,apr,1143,1,-1,0,unknown,yes
